Seed,Lower Cutoff Value,Upper Cutoff Value,Strategy,Metric,Task 1 - 1,Task 1 - 2,Task 1 - 3,Task 1 - 4,Task 2 - 1,Task 2 - 2,Task 2 - 3,Task 2 - 4,Task 3 - 1,Task 3 - 2,Task 3 - 3,Task 3 - 4,Task 4 - 1,Task 4 - 2,Task 4 - 3,Task 4 - 4
69,20,50,simple_sorted,mc_variance,0.09504216387904757,0.0844012498266321,0.07873968081019388,0.07925977897832609,0.24600644261925814,0.04091798664847213,0.04000379977731787,0.04082105740435144,0.05725577307064097,0.059009423490776564,0.04867147901273262,0.04703127186669127,0.2899507286506458,0.2365710744689162,0.24149142267193446,0.07097804347283714
69,35,20,uniform,-,0.09504216387904757,0.08688523270856374,0.08568183431752649,0.07819952919998206,0.24600644261925814,0.04179026602332435,0.04324250385207911,0.040725422725294926,0.05725577307064097,0.059430445896437895,0.0492196220947882,0.045634343040932855,0.2899507286506458,0.23099943322142355,0.23753776531556733,0.07127520998240923
69,35,20,simple_sorted,vog,0.09504216387904757,0.08282562157804872,0.07149826508020919,0.07433635093643709,0.24600644261925814,0.041752308350921016,0.03847994380830694,0.0399404061216338,0.05725577307064097,0.058686612288333065,0.047651525914636055,0.04626062081938101,0.2899507286506458,0.2335888697731003,0.23186271551315818,0.07086892469926995
69,35,20,simple_sorted,learning_speed,0.09504216387904757,0.0934050835068722,0.09111492137654371,0.08611823801822258,0.24600644261925814,0.04039007298925886,0.04132314056243459,0.03925836462004478,0.05725577307064097,0.060915435620547,0.04939740892926434,0.04632822812164298,0.2899507286506458,0.23071225921391036,0.23957003263687104,0.06944204735146993
69,35,20,simple_sorted,mc_variance,0.09504216387904757,0.08225271422498838,0.08179289836195278,0.08117886940206093,0.24600644261925814,0.04194296957087039,0.042770741252298,0.04036174592452609,0.05725577307064097,0.059781959192754155,0.049130546202234754,0.04614386511693425,0.2899507286506458,0.2295142138168245,0.22644434977608252,0.071841880474203
69,35,35,uniform,-,0.09504216387904757,0.08688523270856374,0.08568183431752649,0.07819952919998206,0.24600644261925814,0.04179026602332435,0.04324250385207911,0.040725422725294926,0.05725577307064097,0.059430445896437895,0.0492196220947882,0.045634343040932855,0.2899507286506458,0.23099943322142355,0.23753776531556733,0.07127520998240923
69,35,35,simple_sorted,vog,0.09504216387904757,0.08480248307451069,0.08034006004220356,0.08142861339401268,0.24600644261925814,0.04141810766946962,0.042868050873108784,0.04326114845822397,0.05725577307064097,0.05981647809962245,0.049479118551941426,0.04614561251929008,0.2899507286506458,0.23049918467028904,0.2291866173210219,0.07006874657098812
69,35,35,simple_sorted,learning_speed,0.09504216387904757,0.1091244616722978,0.09982162163037211,0.09861969900673354,0.24600644261925814,0.040662932737508956,0.04189732286513364,0.040881562028026855,0.05725577307064097,0.06525432984342085,0.048065046645292736,0.04680129748784051,0.2899507286506458,0.22419922618828494,0.2365516042428307,0.07039854229082058
69,35,35,simple_sorted,mc_variance,0.09504216387904757,0.08299680163939283,0.0787744914548443,0.0724288714857191,0.24600644261925814,0.04099772242898586,0.04232520934162304,0.038459722906948844,0.05725577307064097,0.06006321226884201,0.04855864425357297,0.045009295453534444,0.2899507286506458,0.231844772290153,0.2349154218475102,0.06868943741841495
69,35,50,uniform,-,0.09504216387904757,0.08688523270856374,0.08568183431752649,0.07819952919998206,0.24600644261925814,0.04179026602332435,0.04324250385207911,0.040725422725294926,0.05725577307064097,0.059430445896437895,0.0492196220947882,0.045634343040932855,0.2899507286506458,0.23099943322142355,0.23753776531556733,0.07127520998240923
69,35,50,simple_sorted,vog,0.09504216387904757,0.08603574247921214,0.07713034997997577,0.07163562871298458,0.24600644261925814,0.042028341798864326,0.04273637577592473,0.03969932278794341,0.05725577307064097,0.05886202348024065,0.04852410463186411,0.04393410184598457,0.2899507286506458,0.23005468484694924,0.23659954886071105,0.06797334627927169
69,35,50,simple_sorted,learning_speed,0.09504216387904757,0.10759116515509869,0.09771317299556685,0.08658123676339648,0.24600644261925814,0.040732622283236,0.04191926277127853,0.04091742742369032,0.05725577307064097,0.06686327915265537,0.048079862605159826,0.04521167611442486,0.2899507286506458,0.23243112179994116,0.24200498097537776,0.06718474409903431
69,35,50,simple_sorted,mc_variance,0.09504216387904757,0.08917410987706922,0.08086940432561252,0.07577968392110496,0.24600644261925814,0.04252436249850473,0.04201780834307302,0.03786289022440213,0.05725577307064097,0.059973650369185005,0.04919291697092062,0.04531319931718481,0.2899507286506458,0.23954500102809465,0.24240875431502967,0.06849023143528486
420,20,20,uniform,-,0.10272646940290722,0.09056666600957579,0.08603641082906982,0.08210074589267793,0.09126306399916509,0.04060755629935715,0.03972143402755431,0.038770585347041704,0.059058243290257835,0.057188537744903144,0.0472122676872587,0.04495629399404647,0.16381649511970564,0.20141201379959617,0.22382434084279598,0.06263990012273807
420,20,20,simple_sorted,vog,0.10272646940290722,0.08988499005007025,0.08638996542884876,0.09135806036066196,0.09126306399916509,0.04021392838661172,0.04068996967763819,0.040955632258964474,0.059058243290257835,0.05848519668172721,0.04824837278646861,0.04803450218405457,0.16381649511970564,0.19810467853059,0.22629963157219127,0.06563823864830032
420,20,20,simple_sorted,learning_speed,0.10272646940290722,0.09069551822871662,0.08850599478449611,0.08616658796252911,0.09126306399916509,0.04031459219476213,0.041266984447708786,0.0401447754534746,0.059058243290257835,0.05859215221948629,0.0480285149024347,0.047747351018908805,0.16381649511970564,0.1991732270403789,0.22567627378437513,0.06457117961057277
420,20,20,simple_sorted,mc_variance,0.10272646940290722,0.09266625520797632,0.08296773590431081,0.0970011390322102,0.09126306399916509,0.04086281358341774,0.03995480366627603,0.04231588847316097,0.059058243290257835,0.05912185028632438,0.04741846624499998,0.05054186428853274,0.16381649511970564,0.20396031588608718,0.22062761141883835,0.06724141997766402
420,20,35,uniform,-,0.10272646940290722,0.09056666600957579,0.08603641082906982,0.08210074589267793,0.09126306399916509,0.04060755629935715,0.03972143402755431,0.038770585347041704,0.059058243290257835,0.057188537744903144,0.0472122676872587,0.04495629399404647,0.16381649511970564,0.20141201379959617,0.22382434084279598,0.06263990012273807
420,20,35,simple_sorted,vog,0.10272646940290722,0.09225091896490832,0.08807904250069061,0.09259010657660748,0.09126306399916509,0.04024708318846957,0.039889369789713774,0.04063507028158893,0.059058243290257835,0.057630559919153584,0.047549683841869986,0.046514162122708494,0.16381649511970564,0.19980272961037565,0.22251211027733703,0.06499631161305665
420,20,35,simple_sorted,learning_speed,0.10272646940290722,0.10351651597600495,0.10319514859152853,0.08615685452109095,0.09126306399916509,0.042887090133732576,0.04541841755623804,0.04100239837067175,0.059058243290257835,0.058601190421089126,0.0500459737651046,0.047653398661568605,0.16381649511970564,0.19946476822986114,0.2218661537807442,0.06248711714107536
420,20,35,simple_sorted,mc_variance,0.10272646940290722,0.09632197395151226,0.08092246112172932,0.08560078567169235,0.09126306399916509,0.04205133108833116,0.04028713423064923,0.04132600158538381,0.059058243290257835,0.05878660783757145,0.04658322391684173,0.047023220291834346,0.16381649511970564,0.20111644291456182,0.22341497426885518,0.06511133358848586
420,20,50,uniform,-,0.10272646940290722,0.09056666600957579,0.08603641082906982,0.08210074589267793,0.09126306399916509,0.04060755629935715,0.03972143402755431,0.038770585347041704,0.059058243290257835,0.057188537744903144,0.0472122676872587,0.04495629399404647,0.16381649511970564,0.20141201379959617,0.22382434084279598,0.06263990012273807
420,20,50,simple_sorted,vog,0.10272646940290722,0.09061111616605116,0.09531184546262747,0.08409546862954381,0.09126306399916509,0.041459272174234035,0.04436074847136664,0.040514580294874133,0.059058243290257835,0.05856817050341684,0.05128491215106856,0.04685006018956854,0.16381649511970564,0.20063098708866622,0.22237180586179722,0.06428727671533296
420,20,50,simple_sorted,learning_speed,0.10272646940290722,0.09438042256482096,0.09681176231806667,0.08559250148050984,0.09126306399916509,0.042034638372055094,0.04679008145045414,0.04341549292676428,0.059058243290257835,0.05713655682116763,0.04840597323970235,0.04755990793511032,0.16381649511970564,0.2029129287817155,0.22892638273932375,0.061892664619887974
420,20,50,simple_sorted,mc_variance,0.10272646940290722,0.08735055529829658,0.08309638117188224,0.088138324932715,0.09126306399916509,0.04024002681830551,0.040189801656072666,0.042168971870553525,0.059058243290257835,0.057246431172322886,0.04746395728834835,0.04662202367085941,0.16381649511970564,0.2031249318469484,0.22623248699840254,0.06587766008433284
420,35,20,uniform,-,0.10272646940290722,0.09056666600957579,0.08603641082906982,0.08210074589267793,0.09126306399916509,0.04060755629935715,0.03972143402755431,0.038770585347041704,0.059058243290257835,0.057188537744903144,0.0472122676872587,0.04495629399404647,0.16381649511970564,0.20141201379959617,0.22382434084279598,0.06263990012273807
420,35,20,simple_sorted,vog,0.10272646940290722,0.09870066550835135,0.09167324925081835,0.09422453252384112,0.09126306399916509,0.04106740049783002,0.04061729067717719,0.040519188946502596,0.059058243290257835,0.05847896903538875,0.04745085218299735,0.0463512751135169,0.16381649511970564,0.20409344713439642,0.22517286208851633,0.06514356424391621
420,35,20,simple_sorted,learning_speed,0.10272646940290722,0.10157200810464961,0.10227852037385496,0.09031904869249299,0.09126306399916509,0.03983242969458287,0.04097901668111369,0.038732614353256443,0.059058243290257835,0.06193590038839994,0.05020378450035851,0.046632226323580044,0.16381649511970564,0.20312833739170158,0.22168149742021542,0.06465805513685485
420,35,20,simple_sorted,mc_variance,0.10272646940290722,0.09657152866998994,0.09476775552633665,0.08907284079008154,0.09126306399916509,0.04156919980800596,0.042983821128364276,0.042739345419372736,0.059058243290257835,0.05921415142677869,0.04974524883783253,0.04607667003340265,0.16381649511970564,0.20111592579450027,0.22284886457596875,0.06423411610552744
420,35,35,uniform,-,0.10272646940290722,0.09056666600957579,0.08603641082906982,0.08210074589267793,0.09126306399916509,0.04060755629935715,0.03972143402755431,0.038770585347041704,0.059058243290257835,0.057188537744903144,0.0472122676872587,0.04495629399404647,0.16381649511970564,0.20141201379959617,0.22382434084279598,0.06263990012273807
420,35,35,simple_sorted,vog,0.10272646940290722,0.09551674825863501,0.08419273563145531,0.08902928078463333,0.09126306399916509,0.04126656212574432,0.039008413686451734,0.03925748732165143,0.059058243290257835,0.05899379612268765,0.04664999121252714,0.04617964518815691,0.16381649511970564,0.20352937407015817,0.21966985166658354,0.0653025539544336
420,35,35,simple_sorted,learning_speed,0.10272646940290722,0.123125194972892,0.1075844342792264,0.10667315745671904,0.09126306399916509,0.04175324009619333,0.03947097093806226,0.04123153987108465,0.059058243290257835,0.06416506541652711,0.04748657690469375,0.04889138828804299,0.16381649511970564,0.2116561245121984,0.2334077334825557,0.06666347928974624
420,35,35,simple_sorted,mc_variance,0.10272646940290722,0.09171202438512888,0.08302157678288277,0.08519935277919043,0.09126306399916509,0.040815923138812486,0.0399691598804769,0.04088566856602885,0.059058243290257835,0.058705372578146446,0.047388369890623616,0.0470029599902771,0.16381649511970564,0.1981777250181247,0.22165391487316438,0.06456886726652944
420,35,50,uniform,-,0.10272646940290722,0.09056666600957579,0.08603641082906982,0.08210074589267793,0.09126306399916509,0.04060755629935715,0.03972143402755431,0.038770585347041704,0.059058243290257835,0.057188537744903144,0.0472122676872587,0.04495629399404647,0.16381649511970564,0.20141201379959617,0.22382434084279598,0.06263990012273807
420,35,50,simple_sorted,vog,0.10272646940290722,0.09329788294748334,0.08624373033856379,0.08900493474744418,0.09126306399916509,0.04124629538516943,0.03969824833309753,0.040919268233728275,0.059058243290257835,0.059114428370053027,0.048346552521600604,0.04683960994832345,0.16381649511970564,0.19918310571981554,0.22265670341686555,0.06453107194956721
420,35,50,simple_sorted,learning_speed,0.10272646940290722,0.11629573142711208,0.11676820009224967,0.11012785303904996,0.09126306399916509,0.03997408462458832,0.04217640212750367,0.042947428069346955,0.059058243290257835,0.0656309743975168,0.04858374031591495,0.04964000742014561,0.16381649511970564,0.21020110510655612,0.23150431852209544,0.06540595220442137
420,35,50,simple_sorted,mc_variance,0.10272646940290722,0.09030939020617905,0.08568118117083079,0.09020051411691421,0.09126306399916509,0.040552679105611104,0.03989475968915617,0.04071423303773546,0.059058243290257835,0.05728623981824156,0.04756743959385714,0.04690122861656354,0.16381649511970564,0.20153998017076893,0.22136071248232497,0.06581707284117963
80085,20,20,uniform,-,0.10452935817037781,0.09299918925237727,0.0898826700946923,0.09296018359570354,0.04965863624069957,0.04265694406449282,0.043974174742712334,0.044373771044449686,0.04986934501556118,0.05986716975543007,0.04783689490852926,0.04971654677694518,0.16067832837170373,0.16278380050172037,0.17496947595787424,0.06555372043302345
80085,20,20,simple_sorted,vog,0.10452935817037781,0.08708955483806646,0.08880022540872662,0.08250304029769256,0.04965863624069957,0.04143422428721343,0.04426527207765333,0.041264648970355276,0.04986934501556118,0.05851478971165719,0.04797783106417041,0.0462448281613779,0.16067832837170373,0.16280380517888396,0.17278101214725516,0.06347439940177153
80085,20,20,simple_sorted,learning_speed,0.10452935817037781,0.09385390960516107,0.09710262508835465,0.0868327339509897,0.04965863624069957,0.042580861143533,0.04657583783212569,0.043480742490052494,0.04986934501556118,0.05945950456264604,0.04814453770194716,0.04907717345891635,0.16067832837170373,0.1634124482310357,0.17327000396893394,0.0625728253414214
80085,20,20,simple_sorted,mc_variance,0.10452935817037781,0.08990974975469027,0.0863128923509478,0.09189773813899177,0.04965863624069957,0.041328556763066945,0.04207580588266979,0.04310351490632852,0.04986934501556118,0.059159163156793336,0.046063191516661946,0.04894762350566887,0.16067832837170373,0.16199370334565288,0.17381094012607057,0.06540178608566465
80085,20,35,uniform,-,0.10452935817037781,0.09299918925237727,0.0898826700946923,0.09296018359570354,0.04965863624069957,0.04265694406449282,0.043974174742712334,0.044373771044449686,0.04986934501556118,0.05986716975543007,0.04783689490852926,0.04971654677694518,0.16067832837170373,0.16278380050172037,0.17496947595787424,0.06555372043302345
80085,20,35,simple_sorted,vog,0.10452935817037781,0.08758761124980963,0.0841799547220891,0.08582671962630554,0.04965863624069957,0.041773688963969324,0.04351367308280529,0.04264384429570939,0.04986934501556118,0.058902146015367786,0.047185779953768194,0.04800006285449979,0.16067832837170373,0.16165299453060847,0.17648982744085764,0.06467924886227591
80085,20,35,simple_sorted,learning_speed,0.10452935817037781,0.08786177446626521,0.08513071851687919,0.0972785571395791,0.04965863624069957,0.04205181919742792,0.04636811048731763,0.04960535098625118,0.04986934501556118,0.06270953120615315,0.04627348978214654,0.05246440626734452,0.16067832837170373,0.1558182810987611,0.16750349206868229,0.0644667956590184
80085,20,35,simple_sorted,mc_variance,0.10452935817037781,0.08472889705984178,0.08214609763201546,0.0890905203585924,0.04965863624069957,0.04108374801952723,0.04236350202970313,0.043194441125864284,0.04986934501556118,0.058578876744467184,0.04554698448452952,0.049033316447052694,0.16067832837170373,0.1641740831738605,0.17272723892114486,0.06507358195036943
80085,20,50,uniform,-,0.10452935817037781,0.09299918925237727,0.0898826700946923,0.09296018359570354,0.04965863624069957,0.04265694406449282,0.043974174742712334,0.044373771044449686,0.04986934501556118,0.05986716975543007,0.04783689490852926,0.04971654677694518,0.16067832837170373,0.16278380050172037,0.17496947595787424,0.06555372043302345
80085,20,50,simple_sorted,vog,0.10452935817037781,0.09156072522765389,0.08716268151689154,0.0900858278269822,0.04965863624069957,0.04245964620038226,0.044706582886441734,0.04310322429525818,0.04986934501556118,0.06094734129090301,0.04762440949562972,0.04939970873836397,0.16067832837170373,0.16449662650732255,0.1775393172191028,0.06548631120992784
80085,20,50,simple_sorted,learning_speed,0.10452935817037781,0.0929203600324856,0.08646682083046914,0.0925980552375405,0.04965863624069957,0.04318264241204904,0.04690239402147965,0.048732436693841884,0.04986934501556118,0.06146540144364611,0.04663559481064523,0.05187937675026417,0.16067832837170373,0.16716925779353894,0.17814390223714832,0.06376246747895636
80085,20,50,simple_sorted,mc_variance,0.10452935817037781,0.08451367390963092,0.08214013504616648,0.09618012986440089,0.04965863624069957,0.04118544829950633,0.04215111452392316,0.045746883485242085,0.04986934501556118,0.05900138171258788,0.04660487851188799,0.05128337107248312,0.16067832837170373,0.1652964475346923,0.17791019839715863,0.06770822921061563
80085,35,20,uniform,-,0.10452935817037781,0.09299918925237727,0.0898826700946923,0.09296018359570354,0.04965863624069957,0.04265694406449282,0.043974174742712334,0.044373771044449686,0.04986934501556118,0.05986716975543007,0.04783689490852926,0.04971654677694518,0.16067832837170373,0.16278380050172037,0.17496947595787424,0.06555372043302345
80085,35,20,simple_sorted,vog,0.10452935817037781,0.09515727444326766,0.09205730174710948,0.08422088894111003,0.04965863624069957,0.044256288889144416,0.04663995897189253,0.04412908779515919,0.04986934501556118,0.06292122836659214,0.04846683093442004,0.04743567701196169,0.16067832837170373,0.16569633240315676,0.1758146885570234,0.06290927956755363
80085,35,20,simple_sorted,learning_speed,0.10452935817037781,0.10174179077148438,0.10175079528612485,0.10118166326710451,0.04965863624069957,0.041353817040735805,0.043778148831474066,0.042777405837203845,0.04986934501556118,0.05853692417851983,0.046919250148531474,0.047910705794269495,0.16067832837170373,0.15829219307552855,0.17033690342968713,0.06582816843902198
80085,35,20,simple_sorted,mc_variance,0.10452935817037781,0.08671944057711621,0.08274309091855557,0.09136055957192663,0.04965863624069957,0.04198228404310166,0.043295237942889635,0.044773377456774344,0.04986934501556118,0.06052829378800426,0.04669192665904414,0.0506553177551202,0.16067832837170373,0.1648105591359916,0.17468421187522604,0.06609376544802503
80085,35,35,uniform,-,0.10452935817037781,0.09299918925237727,0.0898826700946923,0.09296018359570354,0.04965863624069957,0.04265694406449282,0.043974174742712334,0.044373771044449686,0.04986934501556118,0.05986716975543007,0.04783689490852926,0.04971654677694518,0.16067832837170373,0.16278380050172037,0.17496947595787424,0.06555372043302345
80085,35,35,simple_sorted,vog,0.10452935817037781,0.08781273601907229,0.08475161246951712,0.08212422617461147,0.04965863624069957,0.04328980322895214,0.04468160727645743,0.04300605041591349,0.04986934501556118,0.06109407222528252,0.04800085442199454,0.04856720217104175,0.16067832837170373,0.1649510185938687,0.18065810297233417,0.06500993753931611
80085,35,35,simple_sorted,learning_speed,0.10452935817037781,0.12336722754395014,0.11040132586695567,0.10432532490095288,0.04965863624069957,0.043744737917509324,0.04350458264009317,0.040806392202404645,0.04986934501556118,0.058442581933575176,0.046800748346652786,0.045983755496172334,0.16067832837170373,0.14600619386830357,0.14705076409697768,0.06172005343296673
80085,35,35,simple_sorted,mc_variance,0.10452935817037781,0.08160050670757661,0.08276442802606451,0.08478335036656318,0.04965863624069957,0.04078092622893587,0.04278183680209184,0.04302626496399713,0.04986934501556118,0.057546865102264456,0.04666115397172008,0.04833566538853479,0.16067832837170373,0.16643423298721463,0.17677615058913915,0.0630149008131683
80085,35,50,uniform,-,0.10452935817037781,0.09299918925237727,0.0898826700946923,0.09296018359570354,0.04965863624069957,0.04265694406449282,0.043974174742712334,0.044373771044449686,0.04986934501556118,0.05986716975543007,0.04783689490852926,0.04971654677694518,0.16067832837170373,0.16278380050172037,0.17496947595787424,0.06555372043302345
80085,35,50,simple_sorted,vog,0.10452935817037781,0.08672881373897143,0.0898373398637041,0.0853149994021881,0.04965863624069957,0.04209234502732241,0.045362365826494715,0.04400019003531994,0.04986934501556118,0.06325609247263585,0.04852014964762879,0.04968282426993492,0.16067832837170373,0.16426870256135412,0.17429969727641706,0.06507110853326344
80085,35,50,simple_sorted,learning_speed,0.10452935817037781,0.11965149437738891,0.11401184195642476,0.11556469999323726,0.04965863624069957,0.042930288847674615,0.04587564632339259,0.046604706564742034,0.04986934501556118,0.059807645727008765,0.04747700806672097,0.04757563501810856,0.16067832837170373,0.1484548991696071,0.1497676703925217,0.06298750756063255
80085,35,50,simple_sorted,mc_variance,0.10452935817037781,0.08879701182562941,0.08170650998849534,0.09115600250053689,0.04965863624069957,0.041753324874834206,0.042108736407107814,0.04479657695081651,0.04986934501556118,0.058513221222191936,0.04582211159182043,0.04864936549160846,0.16067832837170373,0.161710711031391,0.1764082702531796,0.06635908504366173
